"skill_id","name","skill_level","skill_number","mpConsume","hpConsume","itemConsumeId","itemConsumeCount","reuseDelay","buffDuration","target","target_to","damage_value","damage_dice","damage_dice_count","probability_value","probability_dice","limit","attr","type","lawful","ranged","area","through","id","nameid","action_id","action_id2","action_id3","castgfx","castgfx2","castgfx3","sysmsgID_happen","sysmsgID_stop","sysmsgID_fail"
"20035","(Added) High Lizardman (long-range magic)","0","0","8","0","0","0","0","0","attack","3","30","2","2","0","0","0","4","64","0","6","0","0","0","","30","0","0","1606","0","0","0","0","0"
"20036","(Added) Assassination Army King Slave Commendation Throw","0","0","5","0","0","0","0","0","attack","3","25","10","3","0","0","0","0","64","0","10","1","0","0","","18","0","0","4530","0","0","0","0","0"
"20037","(Added) Assassination Leader Blaze Knife Thrower","0","0","5","0","0","0","0","0","attack","3","20","10","3","0","0","0","0","64","0","10","1","0","0","","18","0","0","4621","0","0","0","0","0"
"20038","(Added) Blood Assassin Curl Throw","0","0","5","0","0","0","0","0","attack","3","20","10","2","0","0","0","0","64","0","10","1","0","0","","18","0","0","4621","0","0","0","0","0"
"20039","(Added) Barbados Evol","0","0","12","0","0","0","0","0","attack","3","80","10","3","0","0","0","2","64","0","10","1","0","0","","18","0","0","5012","0","0","0","0","0"
"20040","(Added) Cursed Dark Elf Article Dark Strike","0","0","5","0","0","0","0","0","attack","3","50","10","2","0","0","0","0","64","0","2","1","0","0","","18","0","0","5637","0","0","0","0","0"
"20041","(Added) Cursed Dark Elf Projection Dark Earthquake","0","0","5","0","0","0","0","0","attack","3","50","10","2","0","0","0","0","64","0","1","4","0","0","","18","0","0","5532","0","0","0","0","0"
"20042","(Added) Count Talos (Area Lightning Magic)","0","0","40","0","0","0","0","0","none","3","180","10","8","0","0","0","8","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"20043","(Added) Demonic Spirit King Raia Ice Cutter (Icey Europe) Small","0","0","15","0","0","0","0","0","attack","3","60","10","3","0","0","0","4","64","0","8","0","0","0","","1","0","0","3685","0","0","0","0","0"
"20044","(Added) Bomb Flower (long-range attack)","0","0","5","0","0","0","0","0","attack","3","25","2","2","0","0","0","0","64","0","6","0","0","0","","18","0","0","1991","0","0","0","0","0"
"20045","(Added) Giant (Stone Thrower)","0","0","5","0","0","0","0","0","attack","3","25","2","2","0","0","0","1","64","0","8","0","0","0","","18","0","0","2710","0","0","0","0","0"
"20046","(Added) Cursed Dark Elf Wizard (Area Magic)","0","0","20","0","0","0","0","0","none","3","170","10","5","0","0","0","0","64","0","5","5","0","0","","30","0","0","5572","0","0","0","0","0"
"20047","(Added) Starak (Fairy Thurman, Teeth of the Earth, Priest of Corruption - Scythe) 1 motion","0","0","8","0","0","0","0","0","attack","3","10","10","2","0","0","0","1","64","0","10","0","0","0","","1","0","0","1801","0","0","0","0","0"
"20048","(Added) Earthquake (Ant Queen, Nightvald) 1 motion","0","0","32","0","0","0","0","0","none","3","50","10","5","0","0","0","1","64","0","3","3","0","0","","1","0","0","2484","0","0","0","0","0"
"20049","(Added) Meteor Strike (Nightvald) 30 times motion","10","1","60","0","0","0","1500","0","attack","3","80","15","8","0","0","0","2","64","0","10","3","0","2","$1,482 ","30","0","0","762","0","0","0","0","0"
"20050","(Added) Great Spirit of Fire (Melee Explosion)","0","0","20","0","0","0","0","0","attack","3","40","8","5","0","0","0","2","64","0","3","3","0","0","","18","0","0","2753","0","0","0","0","0"
"20051","(Added) Ali Oak (special ball)","0","0","8","0","0","0","0","0","attack","3","30","8","5","0","0","0","8","64","0","10","1","0","0","","18","0","0","4470","0","0","0","0","0"
"20052","(Added) Death (Special Ball)","0","0","8","0","0","0","0","0","attack","3","40","5","3","0","0","0","0","64","0","10","1","0","0","","19","0","0","4592","0","0","0","0","0"
"20053","(Added) Thebefull (special ball)","0","0","15","0","0","0","0","0","attack","3","100","10","8","0","0","0","2","64","0","8","1","0","0","","18","0","0","6572","0","0","0","0","0"
"20054","(Added) Thebe Anubis (special ball)","0","0","15","0","0","0","0","0","attack","3","110","10","8","0","0","0","8","64","0","8","1","0","0","","18","0","0","6598","0","0","0","0","0"
"20055","(Added) Thebes Horus (area magic)","0","0","50","0","0","0","0","0","attack","3","200","10","9","0","0","0","2","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"20056","(Added) Thebeanubis (area magic)","0","0","50","0","0","0","0","0","attack","3","180","10","9","0","0","0","1","64","0","4","4","0","0","","19","0","0","2510","0","0","0","0","0"
"20058","(Added) Quicksand (visible 1 attack)","0","0","5","0","0","0","0","0","none","3","20","5","5","0","0","0","1","64","0","1","1","0","0","","30","0","0","5578","0","0","0","0","0"
"20059","(Added) Dark Elementalist Magic (Great Spirit of Darkness) 1 motion","0","0","20","0","0","0","0","0","none","3","70","5","3","0","0","0","0","64","0","0","4","0","0","","1","0","0","3363","0","0","0","0","0"
"20060","(Added) Great Spirit of Contaminated Land (Special Attack)","0","0","30","0","0","0","0","0","attack","3","60","8","5","0","0","0","4","64","0","5","3","0","0","","1","0","0","5890","0","0","0","0","0"
"20061","(Added) Heine Guard (Special Ball)","0","0","0","0","0","0","0","0","attack","3","50","5","5","0","0","0","8","64","0","8","1","0","0","","30","0","0","1662","0","0","0","0","0"
"20062","(Added) Horn Cerberus - Summon (Fire)","0","0","15","0","0","0","0","0","attack","3","30","4","3","0","0","0","2","64","0","2","0","0","0","","18","0","0","1783","0","0","0","0","0"
"20063","(Added) Fireball (Lava Golem - Summon)","4","0","20","0","0","0","1000","0","attack","3","10","10","3","0","0","0","2","64","0","6","0","0","1","$1,451 ","18","0","0","171","0","0","0","0","0"
"20064","(Added) Thebe Obelisk (tornado attack)","0","0","20","0","0","0","0","0","none","3","50","5","5","0","0","0","8","64","0","3","3","0","0","","18","0","0","2510","0","0","0","0","0"
"20065","(Added) Tornado (TB Sphinx) 30 motions","7","4","40","0","0","0","1000","0","none","3","20","10","5","0","0","0","8","64","0","4","4","0","16","$1,470 ","30","0","0","758","0","0","0","0","0"
"20066","(Added) Kenrauher (special ball)","0","0","15","0","0","0","0","0","attack","3","50","10","5","0","0","0","8","64","0","6","1","0","0","","18","0","0","1662","0","0","0","0","0"
"20067","(Added) Yahi - Before transformation (One-handed melee attack demon JPEG format)","0","0","12","0","0","0","0","0","attack","3","50","8","5","0","0","0","0","64","0","3","1","0","0","","30","0","0","4782","0","0","0","0","0"
"20068","(Added) Earthquake (Ground Medical Spirit) No. 19 Motion","0","0","32","0","0","0","0","0","none","3","50","10","5","0","0","0","1","64","0","3","3","0","0","","19","0","0","2483","0","0","0","0","0"
"20069","(Added) Tornado (Wind Medical Spirit) No. 19 Motion","7","4","40","0","0","0","1000","0","none","3","20","10","5","0","0","0","8","64","0","4","4","0","16","$1,470 ","19","0","0","758","0","0","0","0","0"
"20070","(Added) Fire Arrow (Fairy Thurman, Flame Teeth) 1 motion","0","0","8","0","0","0","0","0","attack","3","10","10","2","0","0","0","2","64","0","10","0","0","0","","1","0","0","1583","0","0","0","0","0"
"20071","(Added) Ice Dagger (Fairy Thurman) 1 motion","0","0","4","0","0","0","0","0","attack","3","10","10","1","0","0","0","4","64","0","10","0","0","0","","1","0","0","1797","0","0","0","0","0"
"20072","(Added) Wind Cutter (Fairy Thurman, Wind Tooth) 1 motion","0","0","4","0","0","0","0","0","attack","3","10","10","1","0","0","0","8","64","0","10","0","0","0","","1","0","0","1799","0","0","0","0","0"
"20073","(Added) Range of Frog Flame (Sunburst)","0","0","32","0","0","0","0","0","attack","3","80","8","5","0","0","0","2","64","0","4","3","0","0","","30","0","0","1811","0","0","0","0","0"
"20074","(Added) Count Talos (Melee Lightning)","0","0","20","0","0","0","0","0","attack","3","120","10","7","0","0","0","8","64","0","2","3","0","0","","18","0","0","4842","0","0","0","0","0"
"20075","(Added) Count Talos Evol","0","0","12","0","0","0","0","0","attack","3","80","10","3","0","0","0","8","64","0","10","1","0","0","","18","0","0","4857","0","0","0","0","0"
"20084","Giant Squid Poison Bomb","0","0","50","0","0","0","0","0","attack","3","150","80","3","0","0","0","2","64","0","8","3","0","0","","18","7272","0","0","0","0","0","0","0"
"20085","King squid poison range","0","0","10","0","0","0","0","0","attack","3","100","100","3","70","50","0","1","64","0","9","5","0","0","","30","7271","0","0","0","0","0","0","0"
"20086","King Squid Stone Explosion","0","0","50","0","0","0","0","0","attack","3","150","150","3","60","20","0","1","64","0","8","5","0","0","","19","7283","0","0","0","0","0","0","0"
"20088","Giant Squid Tornado","0","0","20","0","0","0","0","0","attack","3","150","150","3","60","40","0","3","64","0","13","5","0","0","","19","2510","0","0","0","0","0","0","0"
"20089","Great King Squid Breath","0","0","10","0","0","0","0","0","attack","3","100","80","3","50","30","0","3","64","0","3","5","0","0","","30","2510","0","0","0","0","0","0","0"
"20091","Faust (Water Tornado)","7","4","40","0","0","0","1000","0","none","3","80","10","5","0","0","0","8","64","0","4","4","0","16","","1","0","0","5010","0","0","0","0","0"
"20162","(Additional 2) Extebrine (Poison Ball)","0","0","10","0","0","0","0","0","attack","3","30","10","5","0","0","0","4","64","0","6","0","0","0","","18","0","0","7116","0","0","0","0","0"
"20163","(Additional 2) Extebrine (poison powder attack)","0","0","15","0","0","0","0","0","none","3","50","10","6","0","0","0","8","64","0","2","2","0","0","","30","0","0","2510","0","0","0","0","0"
"20164","(Additional 2) Extears Te (Tornado)","7","4","10","0","0","0","1000","0","none","3","30","10","5","0","0","0","8","64","0","4","4","0","16","$1470","18","0","0","758","0","0","0","0","0"
"20165","(Additional 2) Equette (special yellow ball)","0","0","15","0","0","0","0","0","attack","3","50","10","6","0","0","0","8","64","0","8","0","0","0","","18","0","0","7191","0","0","0","0","0"
"20167","(Addition 2) Jadsuke (area stun) 30 times motion","11","6","20","0","0","0","1500","4","attack","3","0","0","0","0","50","0","0","1","0","2","2","0","64","","30","0","0","4434","0","0","0","0","280"
"20168","Black Elder - Lich Effect Spell","0","0","5","0","0","0","0","0","none","3","80","10","15","0","0","0","0","64","0","0","6","0","0","","18","0","0","2552","0","0","0","0","0"
"20169","Black Elder - Water Tornado","0","0","30","0","0","0","0","0","none","3","50","10","10","0","0","0","8","64","0","4","4","0","16","$1,470 ","1","0","0","5010","0","0","0","0","0"
"20170","Black Elder - Ranged Magic","0","0","5","0","0","0","0","0","attack","3","90","10","15","0","0","0","0","64","0","8","3","0","0","","18","0","0","5889","0","0","0","0","0"
"21001","Unidragon (Fire - Fire Pumugi)","0","0","45","0","0","0","0","0","attack","3","45","10","3","0","0","0","2","64","0","3","3","0","0","","18","0","0","2510","0","0","0","0","0"
"21002","Unidragon (Water - Fire Pumugi)","0","0","45","0","0","0","0","0","attack","3","45","10","3","0","0","0","4","64","0","3","3","0","0","","18","0","0","2510","0","0","0","0","0"
"21003","Unidragon (Wind - Fire)","0","0","45","0","0","0","0","0","attack","3","45","10","3","0","0","0","8","64","0","3","3","0","0","","18","0","0","2510","0","0","0","0","0"
"21004","Dwarf Shaman (Maki)","0","0","30","0","0","0","0","0","attack","3","35","10","5","0","0","0","0","64","0","3","3","0","0","","18","0","0","7364","0","0","0","0","0"
"21005","Dwarf Shaman (Op Amp)","0","0","60","0","0","0","0","0","none","3","50","10","2","0","0","0","1","64","0","2","3","0","0","","19","0","0","7356","0","0","0","0","0"
"21006","Terra Dragon (Earth - Fire Pumugi)","0","0","35","0","0","0","0","0","attack","3","50","15","3","0","0","0","1","64","0","3","3","0","0","","18","0","0","7569","0","0","0","0","0"
"21007","Terra Dragon (Fire - Fire Pumugi)","0","0","35","0","0","0","0","0","attack","3","50","15","3","0","0","0","2","64","0","3","3","0","0","","18","0","0","7562","0","0","0","0","0"
"21008","Terra Dragon (Water - Fire Pumugi)","0","0","35","0","0","0","0","0","attack","3","50","15","3","0","0","0","4","64","0","3","3","0","0","","18","0","0","7583","0","0","0","0","0"
"21009","Terra Dragon (Wind - Fire Pumugi)","0","0","35","0","0","0","0","0","attack","3","50","15","3","0","0","0","8","64","0","3","3","0","0","","18","0","0","7576","0","0","0","0","0"
"21010","Komayum (stone throwing)","0","0","45","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","7484","0","0","0","0","0"
"21011","Nose machine (stone throwing)","0","0","45","0","0","0","0","0","attack","3","10","5","5","0","0","0","0","64","0","6","0","0","0","","18","0","0","7491","0","0","0","0","0"
"21012","Komakum (Brunal)","0","0","30","0","0","0","0","0","attack","3","70","10","3","0","0","0","1","64","0","5","0","0","0","","18","0","0","7506","0","0","0","0","0"
"21013","Comacoom (division of land)","0","0","40","0","0","0","0","0","attack","3","50","10","5","0","0","0","1","64","0","3","4","0","0","","19","0","0","7508","0","0","0","0","0"
"21019","Hetsururin - High Hetsururin (Female - Fire Thrower)","0","0","20","0","0","0","0","0","attack","3","5","10","5","0","0","0","2","64","0","5","0","0","0","","18","0","0","7367","0","0","0","0","0"
"22000","Divination buff (very good)","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7947","0","0","0","0","0"
"22001","Fortune-telling buff (good)","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7948","0","0","0","0","0"
"22002","Fortune-telling buff (normal)","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7949","0","0","0","0","0"
"22003","Fortune-telling buff (bad)","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7950","0","0","0","0","0"
"22015","Antharas Bloodstain Pop","0","0","0","0","0","0","0","18000","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7783","0","0","0","0","0"
"22016","Papilion Bloodstain Pop","0","0","0","0","0","0","0","18000","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7783","0","0","0","0","0"
"22018","Dragon Emerald Y","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"22019","Dragon Emerald N","0","0","0","0","0","0","0","1800","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0"
"22020","Antharas [Verb 1 + Area Cancel]","0","0","30","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","64","0","2","6","0","0","$1,464","19","41","0","2510","2510","0","0","0","280"
"22021","Antharas [Verb 2 + Breath + Paralysis]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","4","0","0","","18","0","0","2510","0","0","0","0","0"
"22022","Antharas [verb 3 + left, ah punch + shout]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","8","0","0","","12","5","47","2510","2510","2510","0","0","0"
"22023","Antharas [Word 4 + Left Punch + Breath]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","8","0","0","","12","18","0","2510","2510","0","0","0","0"
"22024","Antharas [verb 5 + shout + breath]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","8","0","0","","47","18","0","2510","2510","0","0","0","0"
"22025","Antharas [Verb 6 + Stun + Jump]","0","0","30","0","0","0","5000","5","attack","3","1500","1450","3","1400","10","0","0","64","0","2","12","0","0","","47","20","0","2510","2510","0","0","0","0"
"22026","Antharas [Verb 7 + Stun + Seizure]","0","0","30","0","0","0","5000","5","attack","3","150","145","3","100","50","0","0","64","0","2","8","0","0","","47","41","0","2510","2510","0","0","0","0"
"22027","Antharas [Verb 8 + Stun + Seizure + Jump]","0","0","30","0","0","0","5000","5","attack","3","1500","1450","3","1400","10","0","0","64","0","2","8","0","0","","19","41","20","2510","2510","2510","0","0","0"
"22028","Antharas [Word 9 + Weapon + Brace]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","8","0","0","","41","18","0","2510","2510","0","0","0","0"
"22029","Antharas [Verb 10 + Weapon + Paralysis]","0","0","30","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","64","0","2","12","0","0","","41","0","0","2510","0","0","0","0","0"
"22034","Antharas [Meteorite Area]","0","0","30","0","0","0","0","0","attack","3","1500","1450","3","1400","10","0","0","64","0","2","12","0","0","","19","41","30","2510","2510","2510","0","0","0"
"22035","Five-Colored Pearl Destruction Buff","0","0","0","0","0","0","0","60","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7836","0","0","0","0","0"
"22036","Mysterious Five-Colored Pearl Destruction Buff","0","0","0","0","0","0","0","60","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7834","0","0","0","0","0"
"22041","Paprion [Verb 1 + Pearl + Tornal]","0","0","30","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","64","0","2","0","0","0","","47","0","0","2510","0","0","0","0","0"
"22043","Papilion [Verb 3 + Death Potion]","0","0","30","0","0","0","0","12","attack","3","0","0","0","0","0","0","0","64","0","2","10","0","0","","47","0","0","2510","0","0","0","0","0"
"22045","Papilion [Verb 5 + Reduce Heal]","0","0","30","0","0","0","0","12","attack","3","0","0","0","0","0","0","0","64","0","2","6","0","0","","47","0","0","2510","0","0","0","0","0"
"22046","Papilion [Verb 6 + Death Heal]","0","0","30","0","0","0","0","12","attack","3","0","0","0","0","0","0","0","64","0","2","6","0","0","","12","0","0","2510","0","0","0","0","0"
"22047","Papillon [Verb 7 + Cancel + Left Hand 2 Times]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","2","0","0","","41","12","12","2510","2510","2510","0","0","0"
"22048","Papilion [Word 8 + Weapon + Right Hand 2 Times]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","6","0","0","","41","5","5","2510","2510","2510","0","0","0"
"22049","Papilion [Verb 9 + Tail 2 + Breath]","0","0","30","0","0","0","0","0","attack","3","150","145","3","100","50","0","0","64","0","2","4","0","0","","25","25","18","2510","2510","2510","0","0","0"
"22051","Paprion [Verb 11 + Area Cancel + Death Heal + Child Sumicho]","0","0","30","0","0","0","0","0","attack","3","1500","1450","3","1400","0","0","8","64","0","2","12","0","0","","19","47","20","2510","2510","2510","0","0","0"
"22055","Arrogant Boss [Wide-area Stun]","0","0","30","0","0","0","3000","3","attack","3","100","90","3","80","50","0","0","64","0","2","6","0","0","","30","0","0","2510","0","0","0","0","0"
"22056","Arrogant Boss [Wide Area Cancel]","0","0","30","0","0","0","0","0","attack","3","0","0","0","0","0","0","0","64","0","2","6","0","0","$1,464","30","0","0","2510","0","0","0","0","280"
"22057","Ognus (wide-area magic)","0","0","5","0","0","0","0","0","none","3","130","10","10","0","0","0","0","64","0","0","8","0","0","","19","0","0","2510","0","0","0","0","0"
"22058","Ultimate Weapon (Ice Eruption)","0","0","15","0","0","0","0","0","attack","3","30","30","3","0","0","0","4","64","0","8","0","0","0","","1","0","0","3685","0","0","0","0","0"
"22060","Lindvior Bloodstain Pop","0","0","0","0","0","0","0","18000","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7783","0","0","0","0","0"
"30001","(Addition) Throw (High Raccoon, Wind Tooth, Abyss Turtle, Master of the Wind Chimes, Wind Chimes of the Abyss) 1 mo","4","4","20","0","0","0","1000","64","buff","3","0","0","0","0","12","0","8","1","0","-1","0","0","16","$1,455 ","1","0","0","752","0","0","277","0","280"
"30002","(Added) Costume (Monster Eyes) No. 19 Motion","5","0","30","0","0","0","5000","10","buff","3","0","0","0","0","8","0","1","4","0","2","0","0","1","$1,456 ","19","0","0","746","0","0","0","0","280"
"30003","(Added) Cockatrice (freeze)","20","4","20","0","0","0","0","16","buff","3","0","0","0","20","10","0","1","1","0","3","0","0","16","","19","0","0","2510","0","0","0","0","280"
"30004","(Added) Basilisk (freeze)","20","4","20","0","0","0","0","16","attack","3","0","0","0","30","15","0","1","1","0","8","0","0","16","","18","0","0","1043","0","0","0","0","280"
"30005","(Additional) Range Stun (Thebes Horus, Thebes Nubis) 19th Motion","11","6","15","0","0","0","1500","10","buff","1","0","0","0","50","15","0","0","1","0","2","5","0","64","","19","0","0","4434","0","0","0","0","280"
"30006","(Additional) Ranged Stun (Cursed Dark Elf Projection) 18th Motion","11","6","15","0","0","0","1500","10","buff","1","0","0","0","50","15","0","0","1","0","2","3","0","64","","18","0","0","4434","0","0","0","0","280"
"30007","(Added) Costume (Harpy, Medusa, Gazer) No. 18 Motion","5","0","60","0","0","0","5000","16","buff","3","0","0","0","0","8","0","1","4","0","3","0","0","1","$1,456 ","18","0","0","746","0","0","0","0","280"
"30008","(Added) Dizzy (High Raccoon) 30 motions","7","7","10","0","0","0","0","64","buff","3","0","0","0","0","10","0","0","4","0","3","0","0","128","$1,987 ","30","0","0","2230","0","0","0","0","280"
"30009","(Added) Weakness (Earth Teeth, Wind Teeth, Glacial Teeth, Underground Turtle, 2 types of Zombie Lord) 1 motion","6","6","10","0","0","0","500","64","buff","3","0","0","0","0","12","0","0","4","0","3","0","0","64","$1,984 ","1","0","0","2228","0","0","692","0","280"
"30010","After Kaz de Dark Ale (Area Shock Stun)","0","0","0","0","0","0","0","6","buff","3","0","0","0","50","0","0","0","1","0","5","5","0","0","","19","0","0","4434","0","0","0","0","280"
"30013","Valakas (Breath)","0","0","35","0","0","0","0","0","none","3","200","10","30","0","0","0","8","64","0","3","4","0","0","","18","0","0","0","0","0","0","0","0"
"30038","Suermen (Javelin Thrower)","0","0","5","0","0","0","0","0","attack","6","10","10","10","0","0","0","2","64","0","15","3","0","0","","18","0","0","5773","0","0","0","0","0"
"30039","Suermen (Javelin Thrower)","0","0","5","0","0","0","0","0","attack","6","10","10","10","0","0","0","2","64","0","15","3","0","0","","18","0","0","5773","0","0","0","0","0"
"30051","(Additional 2) Ice Queen (Ice Earthquake)","0","0","45","0","0","0","0","0","none","3","190","10","9","0","0","0","4","64","0","4","4","0","0","","19","0","0","6583","0","0","0","0","0"
"30082","(Additional 2) Range Stun (Thebes Horus, Thebes Nubis) 19th Motion","11","6","30","0","0","0","1500","5","attack","3","0","0","0","50","25","0","0","1","0","2","6","0","64","","19","0","0","4434","0","0","0","0","280"
"40000","Brake Poison Bomb (Cancer)","0","0","5","0","0","0","0","0","attack","3","300","200","3","0","0","0","2","64","0","8","1","0","0","","18","0","0","2510","0","0","0","0","0"
"40001","Brachypoison range (cancer)","0","0","5","0","0","0","0","0","attack","3","200","150","3","70","50","0","1","64","0","9","5","0","0","","30","0","0","2510","0","0","0","0","0"
"40002","First Brake Stone Explosion","0","0","5","0","0","0","0","0","attack","3","250","220","3","60","20","0","1","64","0","8","5","0","0","","19","0","0","7283","0","0","0","0","0"
"40003","Brekkicola (number)","0","0","5","0","0","0","0","0","attack","3","150","100","3","30","15","0","2","64","0","8","1","0","0","","18","0","0","10","0","0","0","0","0"
"40004","Breki Tornado (number)","0","0","5","0","0","0","0","0","attack","3","200","150","3","60","40","0","3","64","0","10","5","0","0","","19","0","0","2510","0","0","0","0","0"
"40005","Number of brakes","0","0","5","0","0","0","0","0","attack","3","100","80","3","50","30","0","3","64","0","3","5","0","0","","30","0","0","7290","0","0","0","0","0"
"40006","Jad Theo Lightning","0","0","15","0","0","0","0","0","attack","3","50","30","3","50","20","0","0","64","0","10","3","0","0","","18","0","0","2510","0","0","0","0","0"
"40007","Range stun (Jadsuke) 30 times motion","11","6","20","0","0","0","1500","5","attack","3","0","0","0","50","25","0","0","1","0","3","10","0","64","","30","0","0","4434","0","0","0","0","280"
"40008","Equette Light Attack","0","0","10","0","0","0","0","0","attack","3","20","15","3","15","10","0","2","64","0","8","1","0","0","","18","0","0","7191","0","0","0","0","0"
"40009","Extairs 18 Tornado","7","4","40","0","0","0","1000","0","none","3","100","50","5","0","0","0","8","64","0","4","4","0","16","$1470 ","18","0","0","758","0","0","0","0","0"
"40010","Extension Yucca Poison Needle 1 Motion","0","0","0","0","0","0","0","0","attack","3","30","15","3","20","15","0","2","64","0","7","1","0","0","","1","0","0","7093","0","0","0","0","0"
"40011","Ognus (additional wide area)","0","0","0","0","0","0","0","0","none","3","50","20","5","0","0","0","0","64","0","0","15","0","0","","18","7744","0","0","0","0","0","0","0"
"40012","Ognus (Magic Attack)","0","0","0","0","0","0","0","0","attack","1","40","20","0","0","0","0","0","64","0","10","0","0","0","","18","7726","0","0","0","0","0","0","0"
"42000","Shelter area attack (including name)","0","0","0","0","0","0","4000","0","attack","3","50","0","0","0","0","0","0","64","0","10","10","0","0","18632","18","0","0","0","0","0","0","0","0"
"42001","Shelter area attack (boss only)","0","0","0","0","0","0","4000","0","attack","3","50","0","0","0","0","0","2","64","0","10","10","0","0","0","18","0","0","0","0","0","0","0","0"
"42002","Fire Dragon Leo Attack","0","0","0","0","0","0","0","0","attack","3","100","0","0","0","0","0","2","64","0","10","10","0","0","0","18","0","0","8161","0","0","0","0","0"
"42007","Refuge Valakas","0","0","30","0","0","0","0","0","none","3","10","0","0","0","0","0","2","64","0","15","6","0","0","0","19","0","0","2510","0","0","0","0","0"
"42008","Refuge Phoenix","0","0","5","0","0","0","0","0","none","3","20","2","10","0","0","0","2","64","0","0","15","0","0","0","18","0","0","2510","0","0","0","0","0"
"42009","Shelter Phoenix (Long-Range Flame)","0","0","5","0","0","0","0","0","attack","3","20","2","10","0","0","0","2","64","0","8","3","0","0","0","18","0","0","1794","0","0","0","0","0"
"42010","Ifrit #Flame","0","0","60","0","0","0","0","0","attack","3","60","15","8","0","0","0","4","64","0","4","4","0","0","","18","0","0","4836","0","0","0","0","0"
"50001","Issom Dark Elf Triple","0","0","0","0","0","0","0","0","attack","3","10","10","10","1","1","0","0","64","0","-1","0","0","8","","21","0","0","0","0","0","0","0","0"
"50007","Koma Buff B","0","0","0","0","0","0","0","7200","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","19","0","0","7383","0","0","0","0","0"
"50008","Warehouse and system storage","0","0","0","0","0","0","0","30","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","2510","0","0","0","0","0"
"50010","Gungomu","0","0","0","0","0","0","380","0","attack","3","2","5","2","0","0","0","16","64","0","10","0","0","8","","18","0","0","6512","0","0","0","0","0"
"50011","Claypop","0","0","0","0","0","0","0","2400","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7681","0","0","0","0","0"
"50012","Zeroth Sunburst","0","0","20","0","0","0","0","0","attack","3","200","100","3","50","30","0","2","64","0","4","0","0","32","$1,973 ","18","0","0","11760","0","0","0","0","0"
"80004","Regular No.","0","0","0","0","0","0","0","600","none","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","12536","0","0","0","0","0"
"80005","Naruto Thank You Candy","0","0","0","0","0","0","0","1200","buff","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","7976","0","0","0","0","0"
"90000","[Valakas] Flying Neryoom","0","0","0","0","0","0","0","0","none","3","100","15","20","5","0","0","0","64","0","3","3","0","0","","0","0","0","0","0","0","0","0","0"
"90001","[Valakas] Small Breath","0","0","0","0","0","0","0","0","attack","3","80","20","20","0","0","0","0","64","0","6","3","0","0","","0","0","0","0","0","0","0","0","0"
"90002","[Valakas] Suru Kwigi (Oh)","0","0","0","0","0","0","0","0","attack","3","80","10","0","0","0","0","0","64","0","1","1","0","0","","0","0","0","0","0","0","0","0","0"
"90003","[Valakas] Kwigi (left)","0","0","0","0","0","0","0","0","attack","3","80","10","0","0","0","0","0","64","0","1","1","0","0","","0","0","0","0","0","0","0","0","0"
"90004","[Valakas] After flying, it cuts","0","0","0","0","0","0","0","0","attack","3","110","30","0","0","0","0","0","64","0","2","1","0","0","","0","0","0","0","0","0","0","0","0"
