"mapid","locationname","startX","endX","startY","endY","monster_amount","drop_rate","underwater","markable","teleportable","escapable","resurrection","painwand","penalty","take_pets","recall_pets","usable_item","usable_skill"
"7003","影の神殿(日本イベント)(マップがない)","32512","32767","32512","32767","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7004","影の神殿(日本イベント)(マップがない)","32512","32767","32512","32767","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7005","影の神殿(日本イベント)(マップがない)","32512","32767","32512","32767","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7006","影の神殿(日本イベント)(マップがない)","32512","32767","32512","32767","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7007","Sin Tomb JP Event(マップがない)","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7008","Sin Tomb JP Event(マップがない)","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7009","Sin Tomb JP Event(マップがない)","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7010","Sin Tomb JP Event(マップがない)","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7011","Sin Tomb JP Event(マップがない)","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7051","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7052","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7053","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7054","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7055","イベントの森(日本イベント)(マップがない)","32640","32959","32576","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"7100","名前なし(ハロウィンイベントで同じ)","32704","32959","32832","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"7783","クラウディア","32448","32831","32704","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"8011","歌う島(マップがない)","32768","32895","32768","32895","1","1","0","0","0","1","1","0","1","0","0","1","1"
"8012","歌う島：西部(マップがない)","32704","32895","32704","32895","1","1","0","0","0","1","1","0","1","0","0","1","1"
"8013","ドローモンドの部屋(マップがない)","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"8014","訓練場(マップがない)(マップがない)","32704","32767","32704","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"8015","歌う島：北部(マップがない)","32704","32831","32704","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"9000","過去巻い","32576","32895","32640","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"9100","象牙の塔の秘密研究所","32704","32767","32832","32895","1","1","0","1","1","1","1","1","1","1","1","1","1"
"9101","ライナーデッキ","32640","32831","32768","32895","1","1","0","0","0","1","0","1","1","0","0","1","1"
"9102","ライナーデッキ","32704","32831","32768","32895","1","1","0","0","0","1","0","1","1","0","0","1","1"
"9202","象牙の塔の秘密研究所","32704","32767","32832","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"9401","魔法線地下1階(難易度中)","32640","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10101","用の墓","32576","33087","32512","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10200","守護塔占領戦1次元","32704","33087","32704","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10210","守護塔占領戦1次元","32704","33087","32704","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10250","ギルタスの聖地","32256","32895","32448","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10500","TBラス砂漠","32576","32831","32704","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10501","TBラスピラミッド地下","32704","33023","32704","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"10502","TBラスピラミッド内部","32640","32831","32768","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11150","名前なし(テーベ砂漠同じ)","32640","32959","33088","33407","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11180","名前なし(テーベ砂漠同じ)","32640","32959","33088","33407","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11200","名前なし(モンソム+華東？)","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11230","名前なし(モンソム+華東？)","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11250","名前なし(モンソム+華東？)","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"11252","名前なし(モンソム+華東？)","32576","32959","32576","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12000","象牙の塔：バルログ陣営4階","32832","32959","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12001","象牙の塔：バルログ陣営5階","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12002","象牙の塔：バルログ陣営6階","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12003","象牙の塔：バルログ陣営7階","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12004","象牙の塔：バルログ陣営8階","32640","32767","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12005","象牙の塔：ヤヒ陣営4階(PC)","32832","32959","32704","32831","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12006","象牙の塔：ヤヒ陣営5階(PC)","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12007","象牙の塔：ヤヒ陣営6階(PC)","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12008","象牙の塔：ヤヒ陣営7階(PC)","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12009","象牙の塔：ヤヒ陣営8階(PC)","32640","32767","32768","32895","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12010","ケント城ダンジョン1階","32640","32767","33024","33151","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12011","ケント城ダンジョン2階","32704","32831","32832","32959","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12012","ケント城ダンジョン3階","32704","32831","32896","33087","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12013","ケント城ダンジョン4階","32640","32767","32832","33023","1","1","0","0","0","1","1","1","1","1","1","1","1"
"12014","地下通路(血盟)","32768","32959","32832","33215","1","1","0","0","1","1","1","0","0","0","0","1","1"
"12146","クモ洞窟","32704","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12147","死者の聖域1階","32640","32831","32896","33151","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12148","死者の聖域2階","32640","32831","32768","32895","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12149","地下世界","32704","32895","32768","32959","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12150","アインハザード神殿","32512","32639","32832","33023","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12152","クラウディア性","32704","32831","32768","32959","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12257","アインハザードの神殿1","32512","32639","32832","33023","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12358","アインハザードの神殿2","32768","32831","32768","32831","1","1","0","0","0","1","1","1","1","1","0","1","1"
"12797","新マップのテスト","32576","33023","32640","33087","1","1","0","0","1","1","1","1","1","1","1","1","1"
"12802","新マップのテスト","32704","32959","32832","33087","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13000","新マップのテスト","32704","32767","32832","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13001","最後の決着(コロ)","32704","32767","32832","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13002","アリーナ(コロ)","32768","32831","32768","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13003","ウォースクエア - トラップ前(コロ)","32704","32767","32832","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13004","バトルハンター(コロ)","32704","32895","32768","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13005","コロシアム","32704","32767","32832","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"13006","コロシアム","32768","32831","32768","32895","1","1","0","0","1","1","1","1","1","1","1","1","1"
"15401","支配者の結界1階","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"15402","支配者の結界2階","32640","33023","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"15403","支配者結界1階","32704","32895","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"15404","支配者結界2階","32640","32831","32768","32959","1","1","0","0","1","1","1","1","1","1","1","1","1"
"16384","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","1","1","1"
"16896","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","1","1","1"
"17408","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","1","1","1"
"17492","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","1","1","1"
"17820","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","1","1","1"
"17920","旅館","32704","32767","32768","32831","1","1","0","0","0","0","0","0","1","0","0","1","1"
"18432","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"18944","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"19456","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"19968","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"20480","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"20992","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"21504","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"22016","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"22528","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"23040","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"23552","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"24064","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"24576","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
"25088","旅館","32704","32767","32768","32831","1","1","0","0","0","1","1","0","1","0","0","1","1"
