"item_id","name","type","acctype","grade","material","weight","invgfx","grdgfx","itemdesc_id","ac","safenchant","use_royal","use_knight","use_mage","use_elf","use_darkelf","use_dragonknight","use_blackwizard","use_warrior","add_str","add_con","add_dex","add_int","add_wis","add_cha","add_hp","add_mp","add_hpr","add_mpr","add_sp","min_lvl","max_lvl","m_def","haste_item","damage_reduction","weight_reduction","hit_rate","dmg_rate","bow_hit_rate","bow_dmg_rate","bless","trade","cant_delete","max_use_time","defense_water","defense_wind","defense_fire","defense_earth","regist_stun","regist_stone","regist_sleep","regist_freeze","regist_sustain","regist_blind","regist_DESPERADO","PVPcalcPcDefense","PVPweaponTotalDamage","MainId","MainId2","MainId3","Set_Id","Magic_name","ignore_reduction_by_armor"
"22357","Pure White Tea: HOLD","T","0","-1","cloth","5000","5643","11429","0","0","-1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0",,"0"
"22358","Ring of Knowledge","ring","9","1","gold","5000","5343","10684","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22359","Boots of Wisdom","boots","0","-1","cloth","15000","2837","25","12857","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22360","Commander's Helm","helm","0","-1","leather","30000","2044","18","0","-2","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22361","Gelatin Stamina Necklace","amulet","8","1","gold","5000","4708","3164","13955","-2","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22362","Gelatin Necklace of Wisdom","amulet","8","1","gold","5000","4707","3164","13956","-2","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22363","Ring of Strength","ring","9","1","gold","5000","6488","10684","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22364","Ring of Agility","ring","9","1","gold","5000","6486","10684","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22365","Former team pitcher","helm","0","-1","iron","30000","6459","18","0","-2","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"22366","Kurtz's Legacy","ron","0","-1","silver","1000","4901","24","0","-3","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","10","0","0","0","0","3","0","3","1","1","0","1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30000","Halloween Pumpkin Grove 2012","glove","0","-1","leather","5000","4961","182","12105","0","6","1","1","1","1","1","1","1","1","0","0","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30001","Halloween Pumpkin Armor 2011","armor","0","-1","wood","200000","2653","6402","12109","-6","6","1","1","1","1","1","1","1","1","0","0","0","0","0","0","10","31","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30002","Halloween Festival Hat","helm","0","-1","vegetation","20000","2259","2474","0","-2","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30177","Belt of Strength","belt","10","1","leather","50000","6074","1165","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","600","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30178","Belt of Intelligence","belt","10","1","leather","50000","6076","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","50","0","0","0","0","0","0","0","0","0","650","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30179","Belt of Agility","belt","10","1","leather","50000","6080","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","50","0","0","0","0","0","0","0","0","0","650","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"30180","Spirit Belt","belt","10","1","leather","50000","6078","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","50","0","0","0","0","0","0","0","0","0","650","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90015","Phantom Plate Mail","ring","9","1","gold","5000","5343","10684","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90016","Fantasy Leather Armor","armor","0","-1","leather","70000","3156","9","0","-7","4","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90017","Robe of Illusion","armor","0","-1","cloth","30000","3158","9","0","-6","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","50","0","10","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90018","Illusion Cloak","cloak","0","-1","cloth","10000","3162","3810","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","10","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90019","Illusionary Shield","shield","0","-1","iron","10000","3164","359","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","10","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90020","Magic Book of Illusions","shield","0","-1","paper","5000","3160","23","0","-1","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90021","Fantasy Boots","boots","0","-1","cloth","5000","3154","25","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90022","Fantasy Gloves","glove","0","-1","cloth","5000","3166","182","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"90023","Helm of Illusion","helm","0","-1","cloth","5000","3168","18","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91000","Elmore Leather Armor","armor","0","-1","leather","120000","3131","9","0","-10","-1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","25","3","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","36000","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91001","Elmore Robe","armor","0","-1","cloth","35000","3132","9","0","-10","-1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","30","1","9","0","0","0","0","0","0","0","0","0","0","0","1","1","0","36000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91002","Elmore Plate Mail","armor","0","-1","steel","270000","3137","9","0","-13","-1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","25","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","36000","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91003","Ring of Love","ring","9","0","gold","5000","3499","21","0","-2","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91004","Ring of Faith","ring","9","2","gold","5000","3501","21","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91005","Container ring","ring","9","0","gold","5000","3503","21","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91006","Trust Ring","ring","9","0","gold","5000","3505","21","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","10","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91007","Friendship Ring","ring","9","2","gold","5000","3507","21","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","30","0","0","0","0","0","0","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"91008","Eternity Ring","ring","9","2","gold","5000","3509","21","0","-1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93001","Magic Helm","helm","0","-1","iron","35000","1204","18","229","-2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93002","Magic Cloak","cloak","0","-1","cloth","10000","265","3808","111","-1","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93003","Iron Boots","boots","0","-1","iron","50000","509","25","0","-3","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93004","Fire Glove","glove","0","-1","leather","18000","1633","4116","1288","0","-1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93008","Elven Shield","shield","0","-1","silver","50000","1202","3173","114","-2","-1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"93009","T-shirt","T","0","-1","cloth","5000","110","24","104","0","-1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120011","Magic Helm","helm","0","-1","iron","35000","1204","18","229","-2","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120016","Mambo Hat","helm","0","-1","leather","10000","1628","4111","1287","1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0",,"0"
"120043","Helm","helm","0","-1","iron","30000","55","18","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120054","Earth Cloak","cloak","0","-1","cloth","20000","1081","2941","878","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120056","Magic Cloak","cloak","0","-1","cloth","10000","265","3808","111","-1","4","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120059","Water Cloak","cloak","0","-1","cloth","20000","1092","2939","876","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120074","Divine Cloak of Protection","cloak","0","-1","silver","30000","8160","15452","874","-3","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120077","Invisibility Cloak","cloak","0","-1","cloth","10000","272","3806","110","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120085","T-shirt","T","0","-1","cloth","5000","110","24","104","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120101","Banded Mail","armor","0","-1","iron","350000","10","3772","0","-6","4","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120110","Magic Chain Mail","armor","0","-1","iron","300000","1201","3172","167","-5","4","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120112","Mambo Coat","armor","0","-1","leather","10000","1630","4113","1286","-3","4","1","1","1","1","1","1","1","1","-1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","-10","0","0","0","0","40","0","0","0","0","0","0","0","0","0",,"0"
"120128","Crystal Plate Mail","armor","0","-1","gemstone","350000","22","3769","0","-8","4","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120137","Elven Chain Mail","armor","0","-1","mithril","150000","281","9","0","-5","6","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120149","Bronze Plate Mail","armor","0","-1","copper","450000","32","3770","0","-6","4","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120154","Plate Mail","armor","0","-1","iron","450000","73","3768","91","-7","4","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120182","Gloves","glove","0","-1","leather","10000","141","182","129","0","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120242","Large Shield","shield","0","-1","iron","100000","61","23","0","-2","4","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120244","Minor Amulet of Charm","amulet","8","2","gemstone","5000","642","8","311","0","0","1","1","1","1","1","1","1","1","0","0","0","-2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120245","Minor Amulet of Agility","amulet","8","2","gemstone","5000","638","8","307","0","0","1","1","1","1","1","1","1","1","0","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120246","Minor Amulet of Strength","amulet","8","2","gemstone","5000","637","8","306","0","0","1","1","1","1","1","1","1","1","1","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120247","Minor Amulet of Intelligence","amulet","8","2","gemstone","5000","640","8","309","0","0","1","1","1","1","1","1","1","1","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120248","Minor Amulet of the Mind","amulet","8","2","gemstone","5000","641","8","310","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120249","Minor Amulet of Stamina","amulet","8","2","gemstone","5000","639","8","308","0","0","1","1","1","1","1","1","1","1","-2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120254","Amulet of Charm","amulet","8","1","gemstone","5000","1192","3163","311","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120256","Amulet of Agility","amulet","0","-1","gemstone","5000","1188","3159","307","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120264","Amulet of Strength","amulet","0","-1","gemstone","5000","1187","3158","306","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120266","Amulet of Intelligence","amulet","8","1","gemstone","5000","1190","3161","309","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120267","Amulet of the Spirit","amulet","8","1","gemstone","5000","1191","3162","310","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120268","Amulet of Stamina","amulet","8","1","gemstone","5000","1189","3160","308","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120280","Magic Protection Ring","ring","9","1","gold","3000","626","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120285","Water Ring","ring","9","1","gold","3000","629","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120289","Abyss Ring","ring","9","1","platinum","3000","1637","4120","1292","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0",,"0"
"120300","Earth Ring","ring","9","1","gold","3000","627","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120302","Wind Ring","ring","9","1","gold","3000","630","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120304","Fire Ring","ring","9","1","gold","3000","628","21","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120306","Minor Body Belt","belt","10","1","leather","50000","631","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","30","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120307","Minor Soul Belt","belt","10","1","leather","50000","633","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","15","15","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120308","Minor Mind Belt","belt","10","1","leather","50000","632","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","30","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120309","Shining Body Belt","belt","10","0","leather","50000","1168","3119","936","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","0","1","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120310","Shining Soul Belt","belt","10","0","leather","50000","1170","3121","938","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","20","20","1","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120311","Shining Mind Belt","belt","10","0","leather","50000","1169","3120","937","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","50","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120312","Body Belt","belt","10","0","leather","50000","634","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","50","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120316","Soul Belt","belt","10","0","leather","50000","636","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","25","25","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120317","Auger Belt","belt","10","1","leather","50000","697","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120319","Mind Belt","belt","10","0","leather","50000","635","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","50","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120320","Titan Belt","belt","10","0","leather","50000","698","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"120321","Troll Belt","belt","10","2","leather","50000","699","1165","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","750","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"122358","Ring of Knowledge","ring","9","1","gold","5000","5343","10684","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"122363","Ring of Strength","ring","9","1","gold","5000","6486","10684","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"122364","Ring of Agility","ring","9","1","gold","5000","6488","10684","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"202022","Great Wizard's Hat","helm","0","-1","cloth","20000","2771","1503","0","-2","4","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","10","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
"220034","Orcish Helm","helm","0","-1","iron","30000","54","18","0","-1","4","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0"
